,Unnamed: 0,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
58,32,2022-06-29,LCK 2022 Summer,T1,Kwangdong Freecs,Loss,T1,Kwangdong Freecs,Blue,38:51,Lissandra,Ornn,1,5,7,1.6,328,15.3,18.5,11,Teleport,Flash,"['Everfrost', 'EmptyIcon', ""Zhonya's Hourglass"", 'Void Staff', ""Sorcerer's Shoes"", ""Rabadon's Deathcap"", 'Oracle Lens']",Everfrost,EmptyIcon,Zhonya's Hourglass,Void Staff,Sorcerer's Shoes,Rabadon's Deathcap
59,33,2022-06-29,LCK 2022 Summer,T1,Kwangdong Freecs,Loss,T1,Kwangdong Freecs,Blue,31:17,Azir,Swain,1,2,0,0.5,276,12.2,20.0,37,Teleport,Flash,"[""Rylai's Crystal Scepter"", 'Void Staff', 'Needlessly Large Rod', ""Liandry's Anguish"", 'Dark Seal', ""Sorcerer's Shoes"", 'Farsight Alteration']",Rylai's Crystal Scepter,Void Staff,Needlessly Large Rod,Liandry's Anguish,Dark Seal,Sorcerer's Shoes
60,34,2022-06-29,LCK 2022 Summer,T1,Kwangdong Freecs,Win,T1,Kwangdong Freecs,Blue,27:56,Azir,Ornn,2,1,6,8.0,251,12.9,31.7,53,Teleport,Flash,"[""Rylai's Crystal Scepter"", 'EmptyIcon', 'Stopwatch', ""Sorcerer's Shoes"", ""Liandry's Anguish"", 'Void Staff', 'Farsight Alteration']",Rylai's Crystal Scepter,EmptyIcon,Stopwatch,Sorcerer's Shoes,Liandry's Anguish,Void Staff
61,35,2022-06-25,LCK 2022 Summer,T1,DWG KIA,Win,DWG KIA,T1,Red,31:48,Galio,Twisted Fate,1,3,10,3.67,226,11.3,14.1,-9,Teleport,Flash,"['Everfrost', 'EmptyIcon', ""Zhonya's Hourglass"", 'Ionian Boots of Lucidity', 'Needlessly Large Rod', 'Needlessly Large Rod', 'Oracle Lens']",Everfrost,EmptyIcon,Zhonya's Hourglass,Ionian Boots of Lucidity,Needlessly Large Rod,Needlessly Large Rod
62,36,2022-06-25,LCK 2022 Summer,T1,DWG KIA,Win,DWG KIA,T1,Red,31:36,Galio,Twisted Fate,0,2,6,3.0,241,11.6,13.9,-41,Teleport,Flash,"['Everfrost', ""Zhonya's Hourglass"", 'Control Ward', 'Ionian Boots of Lucidity', 'Morellonomicon', 'Aether Wisp', 'Oracle Lens']",Everfrost,Zhonya's Hourglass,Control Ward,Ionian Boots of Lucidity,Morellonomicon,Aether Wisp
63,37,2022-06-23,LCK 2022 Summer,T1,Liiv SANDBOX,Win,Liiv SANDBOX,T1,Red,24:03,Lissandra,Ahri,3,1,5,8.0,226,9.7,7.7,8,Teleport,Flash,"['Everfrost', 'Corrupting Potion', ""Zhonya's Hourglass"", 'Blighting Jewel', 'Dark Seal', 'Ionian Boots of Lucidity', 'Oracle Lens']",Everfrost,Corrupting Potion,Zhonya's Hourglass,Blighting Jewel,Dark Seal,Ionian Boots of Lucidity
64,38,2022-06-23,LCK 2022 Summer,T1,Liiv SANDBOX,Win,T1,Liiv SANDBOX,Blue,26:37,Swain,Azir,0,2,9,4.5,223,9.8,15.4,-14,Teleport,Flash,"[""Zhonya's Hourglass"", 'Control Ward', 'EmptyIcon', ""Mercury's Treads"", 'Imperial Mandate', ""Rylai's Crystal Scepter"", 'Oracle Lens']",Zhonya's Hourglass,Control Ward,EmptyIcon,Mercury's Treads,Imperial Mandate,Rylai's Crystal Scepter
65,39,2022-06-19,LCK 2022 Summer,T1,KT Rolster,Win,KT Rolster,T1,Red,44:20,Corki,Ahri,0,3,11,3.67,405,19.0,28.0,39,Teleport,Flash,"['Void Staff', 'Muramana', 'Maw of Malmortius', ""Liandry's Anguish"", ""Mercury's Treads"", 'Guardian Angel', 'Farsight Alteration']",Void Staff,Muramana,Maw of Malmortius,Liandry's Anguish,Mercury's Treads,Guardian Angel
66,40,2022-06-19,LCK 2022 Summer,T1,KT Rolster,Win,T1,KT Rolster,Blue,30:40,Corki,Ahri,1,0,7,8.0,300,13.5,15.5,25,Teleport,Flash,"['Guardian Angel', 'Muramana', 'EmptyIcon', ""Luden's Tempest"", 'Hexdrinker', ""Sorcerer's Shoes"", 'Farsight Alteration']",Guardian Angel,Muramana,EmptyIcon,Luden's Tempest,Hexdrinker,Sorcerer's Shoes
67,41,2022-06-19,LCK 2022 Summer,T1,KT Rolster,Loss,KT Rolster,T1,Red,31:57,Kassadin,Azir,1,4,1,0.5,321,12.7,10.3,48,Teleport,Flash,"['Everfrost', 'Void Staff', ""Seeker's Armguard"", ""Seraph's Embrace"", 'Ionian Boots of Lucidity', 'Broken Stopwatch', 'Oracle Lens']",Everfrost,Void Staff,Seeker's Armguard,Seraph's Embrace,Ionian Boots of Lucidity,Broken Stopwatch
68,42,2022-06-17,LCK 2022 Summer,T1,Nongshim RedForce,Win,Nongshim RedForce,T1,Red,46:29,Azir,Corki,3,5,3,1.2,393,18.3,20.4,7,Teleport,Flash,"['Fiendish Codex', 'Void Staff', ""Zhonya's Hourglass"", ""Sorcerer's Shoes"", ""Luden's Tempest"", ""Rabadon's Deathcap"", 'Farsight Alteration']",Fiendish Codex,Void Staff,Zhonya's Hourglass,Sorcerer's Shoes,Luden's Tempest,Rabadon's Deathcap
69,43,2022-06-17,LCK 2022 Summer,T1,Nongshim RedForce,Win,T1,Nongshim RedForce,Blue,38:10,Akali,Viktor,6,0,2,8.0,357,16.7,15.6,3,Ignite,Flash,"['Hextech Rocketbelt', ""Zhonya's Hourglass"", 'Needlessly Large Rod', ""Sorcerer's Shoes"", 'Shadowflame', 'Void Staff', 'Oracle Lens']",Hextech Rocketbelt,Zhonya's Hourglass,Needlessly Large Rod,Sorcerer's Shoes,Shadowflame,Void Staff
70,0,2022-05-29,MSI 2022,T1,Royal Never Give Up,Loss,Royal Never Give Up,T1,Red,25:40,Ahri,Lissandra,0,5,2,0.4,210,8.3,7.0,-9,Cleanse,Flash,"['Everfrost', 'Corrupting Potion', 'Broken Stopwatch', 'Ionian Boots of Lucidity', 'Needlessly Large Rod', 'Oblivion Orb', 'Oracle Lens']",Everfrost,Corrupting Potion,Broken Stopwatch,Ionian Boots of Lucidity,Needlessly Large Rod,Oblivion Orb
71,1,2022-05-29,MSI 2022,T1,Royal Never Give Up,Win,T1,Royal Never Give Up,Blue,29:50,LeBlanc,Ahri,4,0,2,6.0,252,11.4,11.7,7,Teleport,Flash,"['Corrupting Potion', ""Mercury's Treads"", 'Needlessly Large Rod', ""Luden's Tempest"", 'Void Staff', 'Dark Seal', 'Oracle Lens']",Corrupting Potion,Mercury's Treads,Needlessly Large Rod,Luden's Tempest,Void Staff,Dark Seal
72,2,2022-05-29,MSI 2022,T1,Royal Never Give Up,Loss,Royal Never Give Up,T1,Red,28:19,Ahri,Lissandra,3,3,2,1.67,209,9.8,11.1,-10,Cleanse,Flash,"['Everfrost', 'Corrupting Potion', 'Control Ward', ""Mercury's Treads"", ""Rabadon's Deathcap"", 'Dark Seal', 'Oracle Lens']",Everfrost,Corrupting Potion,Control Ward,Mercury's Treads,Rabadon's Deathcap,Dark Seal
73,3,2022-05-29,MSI 2022,T1,Royal Never Give Up,Win,T1,Royal Never Give Up,Blue,26:06,Lissandra,Ahri,3,0,6,9.0,234,11.6,13.8,-4,Teleport,Flash,"['Everfrost', 'Corrupting Potion', ""Zhonya's Hourglass"", 'Needlessly Large Rod', ""Mejai's Soulstealer"", 'Ionian Boots of Lucidity', 'Oracle Lens']",Everfrost,Corrupting Potion,Zhonya's Hourglass,Needlessly Large Rod,Mejai's Soulstealer,Ionian Boots of Lucidity
74,4,2022-05-29,MSI 2022,T1,Royal Never Give Up,Loss,Royal Never Give Up,T1,Red,33:13,Azir,Galio,0,3,5,1.67,280,11.7,12.3,66,Teleport,Flash,"[""Zhonya's Hourglass"", ""Liandry's Anguish"", 'Control Ward', 'Void Staff', 'EmptyIcon', ""Sorcerer's Shoes"", 'Farsight Alteration']",Zhonya's Hourglass,Liandry's Anguish,Control Ward,Void Staff,EmptyIcon,Sorcerer's Shoes
75,5,2022-05-28,MSI 2022,T1,G2 Esports,Win,G2 Esports,T1,Red,20:43,Akali,Zoe,5,1,5,10.0,146,8.3,9.9,13,Teleport,Flash,"['Hextech Rocketbelt', 'Needlessly Large Rod', 'EmptyIcon', 'Hextech Alternator', 'EmptyIcon', ""Sorcerer's Shoes"", 'Oracle Lens']",Hextech Rocketbelt,Needlessly Large Rod,EmptyIcon,Hextech Alternator,EmptyIcon,Sorcerer's Shoes
76,6,2022-05-28,MSI 2022,T1,G2 Esports,Win,G2 Esports,T1,Red,32:12,LeBlanc,Ahri,8,3,5,4.33,279,14.9,16.1,9,Ignite,Flash,"['Corrupting Potion', ""Luden's Tempest"", ""Rabadon's Deathcap"", ""Mercury's Treads"", 'Void Staff', 'Fiendish Codex', 'Oracle Lens']",Corrupting Potion,Luden's Tempest,Rabadon's Deathcap,Mercury's Treads,Void Staff,Fiendish Codex
77,7,2022-05-28,MSI 2022,T1,G2 Esports,Win,T1,G2 Esports,Blue,24:11,Tristana,Galio,5,1,2,7.0,225,13.3,10.6,73,Ignite,Flash,"['Galeforce', 'Infinity Edge', 'Tear of the Goddess', ""Lord Dominik's Regards"", ""Berserker's Greaves"", 'EmptyIcon', 'Farsight Alteration']",Galeforce,Infinity Edge,Tear of the Goddess,Lord Dominik's Regards,Berserker's Greaves,EmptyIcon
78,8,2022-05-24,MSI 2022,T1,Royal Never Give Up,Win,T1,Royal Never Give Up,Blue,32:30,Ahri,Twisted Fate,2,1,5,7.0,292,12.6,12.0,0,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'Morellonomicon', 'Dark Seal', 'Horizon Focus', ""Mercury's Treads"", 'Oracle Lens']",Everfrost,Corrupting Potion,Morellonomicon,Dark Seal,Horizon Focus,Mercury's Treads
79,9,2022-05-24,MSI 2022,T1,Saigon Buffalo,Win,Saigon Buffalo,T1,Red,23:26,Twisted Fate,Galio,3,1,11,14.0,192,10.5,8.4,12,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'Broken Stopwatch', 'Rapid Firecannon', 'Fiendish Codex', 'Ionian Boots of Lucidity', 'Farsight Alteration']",Everfrost,Corrupting Potion,Broken Stopwatch,Rapid Firecannon,Fiendish Codex,Ionian Boots of Lucidity
80,10,2022-05-23,MSI 2022,T1,G2 Esports,Win,G2 Esports,T1,Red,21:45,Ahri,LeBlanc,2,1,8,10.0,197,8.7,8.6,41,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'Ionian Boots of Lucidity', 'Horizon Focus', 'EmptyIcon', 'Dark Seal', 'Oracle Lens']",Everfrost,Corrupting Potion,Ionian Boots of Lucidity,Horizon Focus,EmptyIcon,Dark Seal
81,11,2022-05-23,MSI 2022,T1,Evil Geniuses.NA,Loss,T1,Evil Geniuses.NA,Blue,32:02,Zoe,Galio,1,4,6,1.75,226,11.1,19.1,26,Ignite,Flash,"['Everfrost', 'Corrupting Potion', ""Zhonya's Hourglass"", 'Control Ward', 'Void Staff', 'Ionian Boots of Lucidity', 'Oracle Lens']",Everfrost,Corrupting Potion,Zhonya's Hourglass,Control Ward,Void Staff,Ionian Boots of Lucidity
82,12,2022-05-22,MSI 2022,T1,PSG Talon,Win,T1,PSG Talon,Blue,34:34,Twisted Fate,Galio,4,4,9,3.25,238,13.4,11.4,40,Teleport,Flash,"['Everfrost', ""Zhonya's Hourglass"", 'Needlessly Large Rod', 'Needlessly Large Rod', 'Ionian Boots of Lucidity', 'Rapid Firecannon', 'Oracle Lens']",Everfrost,Zhonya's Hourglass,Needlessly Large Rod,Needlessly Large Rod,Ionian Boots of Lucidity,Rapid Firecannon
83,13,2022-05-22,MSI 2022,T1,Evil Geniuses.NA,Win,Evil Geniuses.NA,T1,Red,25:03,Sylas,Twisted Fate,4,1,4,8.0,214,10.5,9.9,6,Teleport,Flash,"['Everfrost', ""Zhonya's Hourglass"", 'Control Ward', ""Doran's Ring"", 'Ionian Boots of Lucidity', 'Dark Seal', 'Stealth Ward']",Everfrost,Zhonya's Hourglass,Control Ward,Doran's Ring,Ionian Boots of Lucidity,Dark Seal
84,14,2022-05-21,MSI 2022,T1,Royal Never Give Up,Loss,Royal Never Give Up,T1,Red,32:38,Zoe,Ahri,4,4,4,2.0,222,12.3,13.5,-33,Ignite,Flash,"['Corrupting Potion', 'Ionian Boots of Lucidity', 'Control Ward', ""Rabadon's Deathcap"", ""Luden's Tempest"", 'Horizon Focus', 'Oracle Lens']",Corrupting Potion,Ionian Boots of Lucidity,Control Ward,Rabadon's Deathcap,Luden's Tempest,Horizon Focus
85,15,2022-05-21,MSI 2022,T1,Saigon Buffalo,Win,T1,Saigon Buffalo,Blue,22:56,Ahri,Akali,4,0,6,10.0,254,12.0,13.0,101,Ignite,Flash,"['Everfrost', 'Corrupting Potion', ""Rabadon's Deathcap"", ""Banshee's Veil"", 'Ionian Boots of Lucidity', 'Dark Seal', 'Oracle Lens']",Everfrost,Corrupting Potion,Rabadon's Deathcap,Banshee's Veil,Ionian Boots of Lucidity,Dark Seal
86,16,2022-05-20,MSI 2022,T1,PSG Talon,Win,PSG Talon,T1,Red,33:10,Zoe,Ahri,4,2,7,5.5,248,14.5,23.7,-33,Ignite,Flash,"['Corrupting Potion', ""Luden's Tempest"", 'EmptyIcon', ""Sorcerer's Shoes"", ""Rabadon's Deathcap"", 'Horizon Focus', 'Farsight Alteration']",Corrupting Potion,Luden's Tempest,EmptyIcon,Sorcerer's Shoes,Rabadon's Deathcap,Horizon Focus
87,17,2022-05-20,MSI 2022,T1,G2 Esports,Loss,T1,G2 Esports,Blue,39:09,Twisted Fate,Yasuo,2,4,4,1.5,305,14.8,9.8,-54,Teleport,Flash,"['Everfrost', 'Corrupting Potion', ""Zhonya's Hourglass"", 'Lich Bane', 'Rapid Firecannon', 'Plated Steelcaps', 'Oracle Lens']",Everfrost,Corrupting Potion,Zhonya's Hourglass,Lich Bane,Rapid Firecannon,Plated Steelcaps
88,18,2022-05-15,MSI 2022,T1,Saigon Buffalo,Win,Saigon Buffalo,T1,Red,21:54,Sylas,Twisted Fate,2,1,3,5.0,177,8.3,8.2,15,Teleport,Flash,"['Everfrost', 'Fiendish Codex', 'Perfectly Timed Stopwatch', 'Dark Seal', ""Seeker's Armguard"", 'Ionian Boots of Lucidity', 'Oracle Lens']",Everfrost,Fiendish Codex,Perfectly Timed Stopwatch,Dark Seal,Seeker's Armguard,Ionian Boots of Lucidity
89,19,2022-05-15,MSI 2022,T1,Team Aze,Win,T1,Team Aze,Blue,22:16,LeBlanc,Ahri,2,1,8,10.0,191,10.3,9.5,35,Ignite,Flash,"['Everfrost', 'Corrupting Potion', 'Control Ward', 'Blighting Jewel', 'Ionian Boots of Lucidity', ""Rabadon's Deathcap"", 'Oracle Lens']",Everfrost,Corrupting Potion,Control Ward,Blighting Jewel,Ionian Boots of Lucidity,Rabadon's Deathcap
90,20,2022-05-15,MSI 2022,T1,DetonatioN FocusMe,Win,DetonatioN FocusMe,T1,Red,23:43,Zoe,Syndra,6,0,4,10.0,191,11.2,8.8,-8,Teleport,Flash,"['Corrupting Potion', 'Blighting Jewel', 'Broken Stopwatch', ""Luden's Tempest"", ""Mercury's Treads"", 'Horizon Focus', 'Farsight Alteration']",Corrupting Potion,Blighting Jewel,Broken Stopwatch,Luden's Tempest,Mercury's Treads,Horizon Focus
91,21,2022-05-12,MSI 2022,T1,DetonatioN FocusMe,Win,T1,DetonatioN FocusMe,Blue,24:43,LeBlanc,Ahri,4,3,5,3.0,171,9.9,12.8,-12,Ignite,Flash,"['Elixir of Sorcery', ""Sorcerer's Shoes"", 'Tear of the Goddess', 'Shadowflame', 'Dark Seal', ""Luden's Tempest"", 'Oracle Lens']",Elixir of Sorcery,Sorcerer's Shoes,Tear of the Goddess,Shadowflame,Dark Seal,Luden's Tempest
92,22,2022-05-11,MSI 2022,T1,Team Aze,Win,Team Aze,T1,Red,20:45,Ahri,Vex,7,0,8,15.0,200,10.7,12.2,42,Teleport,Flash,"['Everfrost', 'Corrupting Potion', ""Zhonya's Hourglass"", 'Fiendish Codex', ""Mejai's Soulstealer"", ""Mercury's Treads"", 'Oracle Lens']",Everfrost,Corrupting Potion,Zhonya's Hourglass,Fiendish Codex,Mejai's Soulstealer,Mercury's Treads
93,23,2022-05-10,MSI 2022,T1,Saigon Buffalo,Win,T1,Saigon Buffalo,Blue,26:04,Twisted Fate,Sylas,2,1,5,7.0,201,11.3,14.5,11,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'EmptyIcon', 'Rapid Firecannon', ""Mercury's Treads"", ""Mejai's Soulstealer"", 'Farsight Alteration']",Everfrost,Corrupting Potion,EmptyIcon,Rapid Firecannon,Mercury's Treads,Mejai's Soulstealer
94,0,2022-04-02,LCK 2022 Spring Playoffs,T1,Gen.G,Win,Gen.G,T1,Red,27:56,Ahri,Ryze,4,0,6,10.0,266,12.5,13.1,4,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'Broken Stopwatch', 'Ionian Boots of Lucidity', 'Horizon Focus', ""Rabadon's Deathcap"", 'Oracle Lens']",Everfrost,Corrupting Potion,Broken Stopwatch,Ionian Boots of Lucidity,Horizon Focus,Rabadon's Deathcap
95,1,2022-04-02,LCK 2022 Spring Playoffs,T1,Gen.G,Win,T1,Gen.G,Blue,37:27,Ahri,LeBlanc,0,0,8,8.0,293,13.9,12.2,-48,Teleport,Flash,"['Everfrost', 'Blighting Jewel', ""Zhonya's Hourglass"", 'Blasting Wand', 'Ionian Boots of Lucidity', 'Horizon Focus', 'Farsight Alteration']",Everfrost,Blighting Jewel,Zhonya's Hourglass,Blasting Wand,Ionian Boots of Lucidity,Horizon Focus
96,2,2022-04-02,LCK 2022 Spring Playoffs,T1,Gen.G,Loss,Gen.G,T1,Red,35:39,Ryze,Ahri,0,4,6,1.5,297,12.6,10.8,-49,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'Aegis of the Legion', 'Frozen Heart', 'Fimbulwinter', ""Mercury's Treads"", 'Oracle Lens']",Everfrost,Corrupting Potion,Aegis of the Legion,Frozen Heart,Fimbulwinter,Mercury's Treads
97,3,2022-04-02,LCK 2022 Spring Playoffs,T1,Gen.G,Win,Gen.G,T1,Red,30:09,Ryze,Viktor,2,2,10,6.0,302,13.0,13.0,12,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'Frozen Heart', ""Mercury's Treads"", 'Fimbulwinter', 'Winged Moonplate', 'Farsight Alteration']",Everfrost,Corrupting Potion,Frozen Heart,Mercury's Treads,Fimbulwinter,Winged Moonplate
98,4,2022-03-26,LCK 2022 Spring Playoffs,T1,Kwangdong Freecs,Win,Kwangdong Freecs,T1,Red,31:59,Vex,LeBlanc,5,1,8,13.0,249,13.4,16.4,-39,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'Void Staff', ""Mejai's Soulstealer"", 'Shadowflame', ""Sorcerer's Shoes"", 'Oracle Lens']",Everfrost,Corrupting Potion,Void Staff,Mejai's Soulstealer,Shadowflame,Sorcerer's Shoes
99,5,2022-03-26,LCK 2022 Spring Playoffs,T1,Kwangdong Freecs,Win,Kwangdong Freecs,T1,Red,20:17,Vex,LeBlanc,3,0,4,7.0,158,7.9,9.6,-19,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'Needlessly Large Rod', ""Sorcerer's Shoes"", 'Amplifying Tome', ""Doran's Ring"", 'Oracle Lens']",Everfrost,Corrupting Potion,Needlessly Large Rod,Sorcerer's Shoes,Amplifying Tome,Doran's Ring
100,6,2022-03-26,LCK 2022 Spring Playoffs,T1,Kwangdong Freecs,Win,T1,Kwangdong Freecs,Blue,26:25,Ahri,Viktor,4,1,6,10.0,235,11.1,14.6,-2,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'Needlessly Large Rod', 'Ionian Boots of Lucidity', ""Rabadon's Deathcap"", 'Dark Seal', 'Farsight Alteration']",Everfrost,Corrupting Potion,Needlessly Large Rod,Ionian Boots of Lucidity,Rabadon's Deathcap,Dark Seal
101,0,2022-03-20,LCK 2022 Spring,T1,DRX,Win,DRX,T1,Red,30:31,Veigar,Ryze,8,0,6,14.0,268,14.2,13.5,-37,Teleport,Flash,"['Everfrost', 'Needlessly Large Rod', 'Void Staff', 'Ionian Boots of Lucidity', 'Needlessly Large Rod', ""Seraph's Embrace"", 'Oracle Lens']",Everfrost,Needlessly Large Rod,Void Staff,Ionian Boots of Lucidity,Needlessly Large Rod,Seraph's Embrace
102,1,2022-03-20,LCK 2022 Spring,T1,DRX,Win,T1,DRX,Blue,29:25,Vex,Ahri,4,0,5,9.0,264,11.5,14.3,-14,Teleport,Flash,"['Everfrost', 'Corrupting Potion', ""Zhonya's Hourglass"", 'Dark Seal', 'Void Staff', ""Mercury's Treads"", 'Oracle Lens']",Everfrost,Corrupting Potion,Zhonya's Hourglass,Dark Seal,Void Staff,Mercury's Treads
103,2,2022-03-18,LCK 2022 Spring,T1,Liiv SANDBOX,Win,T1,Liiv SANDBOX,Blue,24:54,LeBlanc,Ahri,3,1,7,10.0,190,10.0,12.9,-1,Teleport,Flash,"['Corrupting Potion', ""Luden's Tempest"", 'Control Ward', 'Void Staff', 'Dark Seal', 'Ionian Boots of Lucidity', 'Oracle Lens']",Corrupting Potion,Luden's Tempest,Control Ward,Void Staff,Dark Seal,Ionian Boots of Lucidity
104,3,2022-03-18,LCK 2022 Spring,T1,Liiv SANDBOX,Win,Liiv SANDBOX,T1,Red,21:33,LeBlanc,Ahri,4,1,5,9.0,170,8.7,11.1,7,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'EmptyIcon', ""Doran's Ring"", 'Needlessly Large Rod', 'Ionian Boots of Lucidity', 'Oracle Lens']",Everfrost,Corrupting Potion,EmptyIcon,Doran's Ring,Needlessly Large Rod,Ionian Boots of Lucidity
105,4,2022-03-18,LCK 2022 Spring,T1,Liiv SANDBOX,Loss,T1,Liiv SANDBOX,Blue,41:06,Kai'Sa,Ahri,2,4,5,1.75,321,14.4,37.1,-54,Cleanse,Flash,"[""Luden's Tempest"", 'Muramana', 'Needlessly Large Rod', 'Needlessly Large Rod', ""Sorcerer's Shoes"", 'Void Staff', 'Farsight Alteration']",Luden's Tempest,Muramana,Needlessly Large Rod,Needlessly Large Rod,Sorcerer's Shoes,Void Staff
106,5,2022-03-13,LCK 2022 Spring,T1,Fredit BRION,Win,Fredit BRION,T1,Red,19:54,Ahri,Vex,2,1,5,7.0,195,9.1,7.3,24,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'Control Ward', 'Dark Seal', 'Ionian Boots of Lucidity', ""Rabadon's Deathcap"", 'Stealth Ward']",Everfrost,Corrupting Potion,Control Ward,Dark Seal,Ionian Boots of Lucidity,Rabadon's Deathcap
107,6,2022-03-13,LCK 2022 Spring,T1,Fredit BRION,Win,T1,Fredit BRION,Blue,19:06,Ahri,Galio,3,1,5,8.0,178,8.4,10.6,30,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'Control Ward', 'Fiendish Codex', ""Mejai's Soulstealer"", 'Ionian Boots of Lucidity', 'Oracle Lens']",Everfrost,Corrupting Potion,Control Ward,Fiendish Codex,Mejai's Soulstealer,Ionian Boots of Lucidity
108,7,2022-03-11,LCK 2022 Spring,T1,Kwangdong Freecs,Win,Kwangdong Freecs,T1,Red,30:08,Kai'Sa,LeBlanc,4,3,5,3.0,212,11.3,19.3,-12,Ignite,Flash,"[""Luden's Tempest"", 'Muramana', 'Blasting Wand', 'Blighting Jewel', 'EmptyIcon', ""Sorcerer's Shoes"", 'Farsight Alteration']",Luden's Tempest,Muramana,Blasting Wand,Blighting Jewel,EmptyIcon,Sorcerer's Shoes
109,8,2022-03-11,LCK 2022 Spring,T1,Kwangdong Freecs,Loss,Kwangdong Freecs,T1,Red,31:00,Galio,Ryze,4,2,2,3.0,252,11.9,14.8,-24,Teleport,Flash,"['Everfrost', ""Zhonya's Hourglass"", ""Rabadon's Deathcap"", ""Mercury's Treads"", 'Dark Seal', 'Blasting Wand', 'Oracle Lens']",Everfrost,Zhonya's Hourglass,Rabadon's Deathcap,Mercury's Treads,Dark Seal,Blasting Wand
110,9,2022-03-11,LCK 2022 Spring,T1,Kwangdong Freecs,Win,Kwangdong Freecs,T1,Red,36:20,Ahri,Ryze,2,2,7,4.5,260,14.0,19.6,-52,Teleport,Flash,"['Everfrost', ""Rabadon's Deathcap"", 'Control Ward', 'Ionian Boots of Lucidity', 'Oblivion Orb', 'Void Staff', 'Oracle Lens']",Everfrost,Rabadon's Deathcap,Control Ward,Ionian Boots of Lucidity,Oblivion Orb,Void Staff
111,10,2022-03-06,LCK 2022 Spring,T1,KT Rolster,Win,KT Rolster,T1,Red,34:12,LeBlanc,Ahri,5,2,4,4.5,264,15.3,18.8,-20,Teleport,Flash,"['Everfrost', 'Fiendish Codex', ""Rabadon's Deathcap"", 'Dark Seal', 'Void Staff', 'Ionian Boots of Lucidity', 'Oracle Lens']",Everfrost,Fiendish Codex,Rabadon's Deathcap,Dark Seal,Void Staff,Ionian Boots of Lucidity
112,11,2022-03-06,LCK 2022 Spring,T1,KT Rolster,Win,T1,KT Rolster,Blue,35:05,LeBlanc,Ahri,4,2,3,3.5,284,13.4,14.9,-33,Teleport,Flash,"['Everfrost', 'Corrupting Potion', ""Rabadon's Deathcap"", ""Mercury's Treads"", 'Dark Seal', 'Void Staff', 'Oracle Lens']",Everfrost,Corrupting Potion,Rabadon's Deathcap,Mercury's Treads,Dark Seal,Void Staff
113,12,2022-03-03,LCK 2022 Spring,T1,Gen.G,Win,Gen.G,T1,Red,35:54,Ryze,Yone,1,3,4,1.67,278,13.1,11.9,-90,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'Aegis of the Legion', 'Frozen Heart', 'Fimbulwinter', 'Ionian Boots of Lucidity', 'Stealth Ward']",Everfrost,Corrupting Potion,Aegis of the Legion,Frozen Heart,Fimbulwinter,Ionian Boots of Lucidity
114,13,2022-03-03,LCK 2022 Spring,T1,Gen.G,Win,Gen.G,T1,Red,32:04,LeBlanc,Corki,6,1,6,12.0,246,13.8,16.1,-31,Teleport,Flash,"['Corrupting Potion', ""Luden's Tempest"", 'Void Staff', 'Dark Seal', ""Rabadon's Deathcap"", ""Mercury's Treads"", 'Oracle Lens']",Corrupting Potion,Luden's Tempest,Void Staff,Dark Seal,Rabadon's Deathcap,Mercury's Treads
115,14,2022-02-26,LCK 2022 Spring,T1,Hanwha Life Esports,Win,Hanwha Life Esports,T1,Red,26:36,Ahri,Akali,5,0,6,11.0,255,11.9,18.0,65,Ignite,Flash,"['Everfrost', 'Corrupting Potion', 'Needlessly Large Rod', 'Ionian Boots of Lucidity', 'Dark Seal', 'Cosmic Drive', 'Oracle Lens']",Everfrost,Corrupting Potion,Needlessly Large Rod,Ionian Boots of Lucidity,Dark Seal,Cosmic Drive
116,15,2022-02-26,LCK 2022 Spring,T1,Hanwha Life Esports,Win,Hanwha Life Esports,T1,Red,30:25,LeBlanc,Ryze,7,2,2,4.5,248,13.0,21.2,-3,Teleport,Flash,"['Corrupting Potion', ""Luden's Tempest"", 'Void Staff', ""Mercury's Treads"", ""Rabadon's Deathcap"", 'Dark Seal', 'Oracle Lens']",Corrupting Potion,Luden's Tempest,Void Staff,Mercury's Treads,Rabadon's Deathcap,Dark Seal
